id,sex,bdate,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,city,last_seen,occupation_type,occupation_name,career_start,career_end,result
36385,2,19.9,1,1.0,26.0,2009.0,Full-time,7.0,Alumnus (Master's),Русский,False,False,Kyiv,2020-04-18 12:45:45,work,"Агентство Недвижимости ""Doma-net""",False,False,0
93884,1,12.9.1991,0,1.0,350.0,2012.0,Full-time,4.0,Alumnus (Bachelor's),Русский,6,2,Yekaterinburg,2020-11-13 22:02:17,work,Мехенди | Красота тела и души ૐ | Екатеринбург,False,False,1
66699,1,10.9.1997,0,1.0,463.0,0.0,Full-time,0.0,Student (Bachelor's),Русский;Татарча,0,0,Moscow,2020-06-26 16:14:27,university,РУТ (МИИТ) (бывш. МГУПС Императора Николая II),False,False,1
8463,2,17.4,1,1.0,306.0,2007.0,Full-time,1.0,Alumnus (Specialist),Русский,0,0,Vladimir,2020-02-09 15:36:50,university,ВлГУ им. А. Г. и Н. Г. Столетовых,False,False,0
1187,2,21.2,0,1.0,47.0,2014.0,Full-time,0.0,Student (Bachelor's),Русский,0,0,Moscow,2020-01-11 13:22:14,university,МГУПП,False,False,0
82336,2,15.3,1,1.0,95.0,2013.0,Full-time,0.0,Student (Bachelor's),Русский,6,1,Odessa,2020-02-13 04:20:49,university,ОГАСА (бывш. ОИСИ),False,False,0
30764,2,22.2.1991,0,1.0,178.0,2012.0,Full-time,0.0,Student (Specialist),Русский,0,6,Mytischi,2020-10-16 00:32:33,university,РУК (бывш. МУПК),False,False,0
57172,1,29.4,1,1.0,22.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский;English;Italiano;Español;Français,1,2,Volzhsky,2020-05-24 21:59:38,university,ВГИ (ф) ВолГУ,False,False,1
45505,1,9.5,1,1.0,246.0,2014.0,Distance Learning,0.0,Alumnus (Specialist),Русский,5,2,Novokuznetsk,2020-08-20 08:50:22,university,СГА (БФ),False,False,0
11757,2,22.7,0,1.0,639.0,2015.0,Full-time,0.0,Undergraduate applicant,Русский;Azərbaycan dili;Українська,6,2,,2020-08-23 12:04:02,university,КНЭУ им. В. Гетьмана (КИНХ им. Д. С. Коротченко),False,False,1
25680,2,14.12.1990,0,1.0,98.0,2013.0,Full-time,0.0,Student (Specialist),Русский,0,0,Krasnodar,2020-08-03 23:14:11,university,КубГТУ,False,False,1
56932,1,5.4.1982,0,1.0,52.0,2005.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Ivanovo,2020-01-23 14:19:32,university,ИвГМА,False,False,1
84348,2,21.7.1990,0,0.0,60.0,2007.0,Full-time,2.0,Student (Specialist),Русский,0,0,Chaykovsky,2020-09-19 08:12:55,work,"АО ""Воткинский завод"" отдел 170",2012,False,0
44378,2,1.3.1988,0,1.0,171.0,2010.0,Full-time,1.0,Alumnus (Specialist),Русский,False,False,Podyuga,2020-04-13 06:41:18,university,ВоГУ,False,False,0
18521,1,26.6,0,1.0,508.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский;Татарча,0,2,Orenburg,2020-10-08 05:52:49,university,ОГУ,False,False,1
66319,2,,0,1.0,54.0,0.0,Distance Learning,4.0,Student (Specialist),Русский,False,False,Simferopol,2020-07-07 20:48:27,university,"ОНАС (бывш. ОЭТИС, УГАС) им. Попова",False,False,0
43992,1,9.9.1993,1,1.0,2513.0,2015.0,Full-time,4.0,Alumnus (Bachelor's),False,0,2,Odessa,2020-07-22 08:11:18,university,ННУ им. Сухомлинского,False,False,1
79370,1,25.7,1,1.0,207.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Saint Petersburg,2020-05-05 18:41:58,university,НИУ ВШЭ (СПб),False,False,1
2980,2,,0,1.0,523.0,2009.0,Distance Learning,0.0,PhD,Русский,0,0,Moscow,2020-07-25 19:13:03,work,BRAZZERS,False,False,0
74386,1,9.6.1980,1,1.0,177.0,2002.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Kursk,2020-10-02 09:14:29,university,ЮЗГУ,False,False,1
62108,1,15.8,1,1.0,194.0,1990.0,Full-time,4.0,Alumnus (Specialist),Русский;עברית,0,0,Rehovot,2020-01-13 18:30:19,university,ЯГМУ,1990,2005,1
66774,1,8.12,0,1.0,128.0,2010.0,Distance Learning,0.0,Alumnus (Specialist),Русский,0,0,Kostroma,2020-09-11 10:15:21,university,МЭСИ (КФ),False,False,1
41521,2,22.10,1,1.0,13.0,2010.0,Distance Learning,4.0,Candidate of Sciences,Русский,1,2,Volkovysk,2020-02-19 09:09:39,work,ВОДО МВД РБ,2009,2008,0
47319,2,18.1.1988,1,1.0,98.0,2011.0,Full-time,0.0,Alumnus (Specialist),Русский,1,2,Moscow,2020-11-12 02:48:44,university,"МФПУ «Синергия» (бывш. МФПА, ММИЭИФП)",2011,2011,0
44849,1,20.10,0,1.0,53.0,2003.0,Full-time,0.0,Student (Master's),Русский,0,0,Odessa,2020-08-04 13:31:01,university,ОНУ (бывш. ОГУ) им. Мечникова,False,False,1
44232,1,22.5.1992,0,1.0,198.0,2013.0,Distance Learning,1.0,Alumnus (Specialist),Русский;English;Deutsch,False,False,Chelyabinsk,2020-01-06 02:21:31,university,ЧелГУ,False,False,1
50268,2,8.2.1967,0,1.0,1.0,0.0,,1.0,PhD,Русский,6,2,Saint Petersburg,2020-11-30 00:34:39,work,www.doskaparento.ru,False,False,1
61760,2,14.1.1989,1,1.0,335.0,1945.0,Distance Learning,0.0,Student (Bachelor's),Русский,False,False,Vitebsk,2020-05-13 20:05:44,university,Fachhochschule für öffentliche Verwaltung Nordrhein-Westfalen,2009,2018,0
14675,2,3.9.1964,0,1.0,155.0,1987.0,Full-time,1.0,Alumnus (Master's),English,False,False,Saint Petersburg,2020-12-30 12:30:56,university,СПбГУ,False,False,1
27885,1,5.1,1,1.0,8.0,2000.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Chelyabinsk,2020-05-14 02:08:32,university,ЧелГУ,False,False,0
77622,2,14.1,1,1.0,121.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский,1,2,Nizhny Novgorod,2020-11-03 15:32:48,work,"АО ""НПП ""Полет""",2007,False,0
39052,2,5.1.1988,1,1.0,90.0,2010.0,Full-time,4.0,Student (Specialist),Українська;Русский,False,False,Dnipropetrovsk (Dnipro),2020-09-03 22:39:37,university,УГХТУ,False,False,0
77982,1,20.4,1,1.0,960.0,2019.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Moscow,2020-01-03 11:49:45,,,False,False,1
56764,2,,1,1.0,231.0,2014.0,Part-time,4.0,Student (Specialist),Русский,0,0,Balakhna,2020-02-11 07:23:55,university,НГТУ им. Р. Е. Алексеева,False,False,0
63801,2,26.2.1994,1,1.0,341.0,2021.0,Full-time,0.0,Student (Master's),Русский,0,0,Moscow,2020-12-09 09:23:58,university,РАМ им. Гнесиных,False,False,0
10936,2,28.8.1986,1,1.0,159.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,0,0,Moscow,2020-12-17 15:36:29,university,РГУ нефти и газа (НИУ) им. И. М. Губкина,False,False,0
34552,1,2.10,0,1.0,2744.0,1997.0,Full-time,0.0,Alumnus (Specialist),Русский,1,2,Saint Petersburg,2020-10-05 01:17:38,work,http://town-of-masters.spb.ru/,2005,False,0
72127,1,14.2,1,1.0,1727.0,2000.0,Full-time,1.0,Alumnus (Specialist),Русский,0,0,Sortavala,2020-10-31 04:50:28,university,"Сортавальский колледж (бывш. ТЭТ, ТСТ, СХТ)",False,False,1
58632,1,4.10,1,1.0,638.0,2010.0,Full-time,4.0,Alumnus (Specialist),False,0,0,Murmansk,2020-06-07 08:17:20,work,Моя карьера On-Line,2010,False,1
39081,1,5.11,0,1.0,79.0,0.0,,0.0,Student (Bachelor's),False,0,6,,2020-11-18 15:47:38,university,Филиал ТИУ (бывш. СИНГ филиал ТюмГНГУ),False,False,1
47503,1,4.7,0,1.0,497.0,0.0,Full-time,4.0,Student (Bachelor's),False,0,0,Saint Petersburg,2020-11-23 18:32:57,university,СПбГУ,False,False,1
67934,2,23.3,0,1.0,178.0,2017.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English,0,0,Moscow,2020-12-05 10:27:43,university,МУ им. С. Ю. Витте (бывш. МИЭМП),2017,2019,0
15984,1,13.6,1,1.0,237.0,2017.0,Full-time,4.0,Alumnus (Bachelor's),Русский;English,0,0,,2020-05-06 16:53:27,work,ИСПМ РАН,False,False,1
94792,2,,1,1.0,452.0,2013.0,Full-time,0.0,Student (Master's),Русский,False,False,Ryazan,2020-04-15 09:05:42,university,Филиал МПСУ,False,False,0
28829,2,30.12.1978,0,1.0,168.0,2001.0,Full-time,6.0,Alumnus (Specialist),False,False,False,Kazan,2020-04-04 03:06:52,university,КГАУ (КГСХА),False,False,0
67622,1,8.10,1,1.0,371.0,2018.0,Full-time,1.0,Student (Bachelor's),Русский;English,0,0,Krasnoyarsk,2020-06-16 11:46:20,work,Красноярский художественный музей В.И. Сурикова,2019,False,1
98162,2,19.5.1988,1,1.0,82.0,2010.0,Full-time,1.0,Alumnus (Specialist),English,5,2,Krasnodar,2020-06-09 16:50:09,university,КубГТУ,False,False,0
87805,1,18.9,1,1.0,642.0,2012.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Saint Petersburg,2020-09-14 03:06:08,university,РГПУ им. А. И. Герцена,False,False,1
82376,2,21.7,0,1.0,150.0,2022.0,Full-time,7.0,Student (Bachelor's),False,0,0,Saint Petersburg,2020-11-04 10:14:33,university,ГУАП,False,False,0
22917,2,17.8,0,1.0,196.0,0.0,Full-time,1.0,Student (Bachelor's),Русский,5,0,Serpukhov,2020-07-15 16:28:44,university,СГА (СФ),False,False,0
63947,1,22.12,1,1.0,138.0,0.0,,1.0,Alumnus (Specialist),Русский,0,0,Ufa,2020-11-17 10:33:42,university,УГАТУ,False,False,1
37983,2,27.10.1990,0,1.0,155.0,2011.0,Full-time,7.0,Student (Bachelor's),Русский,False,False,Omsk,2020-11-02 00:51:52,work,"АО ""ЭР-Телеком Холдинг""",2011,False,0
85053,1,20.10,0,1.0,216.0,2007.0,Full-time,1.0,Alumnus (Specialist),Русский;English,1,2,Tolyatti,2020-09-12 15:36:46,work,CosySoft,False,False,1
52549,1,22.6.1993,0,1.0,316.0,0.0,Full-time,2.0,Student (Bachelor's),Русский,0,0,Saint Petersburg,2020-09-14 13:51:54,university,СПбГТИ (ТУ),False,False,1
60023,1,8.2.1990,1,1.0,219.0,2011.0,Full-time,0.0,Student (Specialist),Русский,0,0,Zhukovsky,2020-07-07 05:11:24,university,РГГУ,False,False,1
73823,1,7.10,1,1.0,942.0,2017.0,Full-time,1.0,Student (Bachelor's),Русский,6,2,Chita,2020-08-29 23:11:07,work,Молодёжный центр «Искра»,2019,False,1
84310,2,27.2.1986,0,1.0,90.0,2009.0,Full-time,1.0,Alumnus (Bachelor's),Русский,1,2,Nizhny Novgorod,2020-04-18 07:19:17,university,ННГАСУ,False,False,0
56053,1,6.10,0,1.0,249.0,0.0,Full-time,0.0,Student (Specialist),Русский,False,False,Ryazan,2020-03-28 13:31:11,university,"РИ (ф) «Московский политехнический университет» (бывш. РИ (ф) МАМИ, филиал МГОУ)",False,False,1
97969,2,1.8.1988,1,1.0,111.0,2010.0,Full-time,4.0,Student (Specialist),False,False,False,Rostov-on-Don,2020-04-11 22:22:38,university,РГЭУ РИНХ,False,False,0
91215,1,22.6.1993,0,1.0,651.0,2016.0,Full-time,1.0,Student (Specialist),Русский,False,False,Kramatorsk,2020-11-24 20:20:45,university,ХНМУ,False,False,1
83029,1,5.5.1994,0,1.0,138.0,2016.0,Full-time,4.0,Alumnus (Bachelor's),Українська;Русский;English,6,2,Kyiv,2020-12-13 06:30:59,work,"Поезія ""Асиметрія Душі""",2009,False,1
59574,2,23.5.1988,0,1.0,258.0,2010.0,Distance Learning,0.0,Student (Bachelor's),Русский,7,1,Krasnodar,2020-03-13 09:01:40,work,ПАО «МТС»,2008,1940,0
19387,1,25.4.1990,1,1.0,127.0,2012.0,Full-time,0.0,Student (Specialist),False,0,0,Irkutsk,2020-09-06 05:13:39,university,БГУ,False,False,1
84670,2,,1,1.0,210.0,2014.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Anapa,2020-02-21 13:49:41,university,КубГТУ,False,False,0
676,2,18.3.1982,0,1.0,603.0,2009.0,Distance Learning,4.0,Alumnus (Master's),Русский,False,False,Sochi,2020-09-07 18:45:08,university,МГУТУ (СФ),False,False,0
616,1,28.7.1988,0,1.0,223.0,2010.0,Full-time,0.0,Student (Specialist),Русский,0,0,Tula,2020-05-27 09:20:14,university,ТФ РЭУ им. Г. В. Плеханова,False,False,1
64030,2,23.9,0,1.0,173.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский;English,0,0,,2020-06-26 14:00:52,university,ЧИ БГУ (бывш. ЧИ БГУЭП),False,False,0
6463,2,21.4,0,1.0,409.0,0.0,Full-time,0.0,Student (Bachelor's),False,0,0,,2020-04-01 18:50:32,work,Боярська міська рада,2014,False,0
55220,1,,0,1.0,11.0,1997.0,Full-time,0.0,Alumnus (Specialist),False,False,False,Saint Petersburg,2020-06-06 10:36:13,university,СПбГАСУ,False,False,1
59596,2,13.2.1973,0,0.0,25.0,1996.0,,4.0,Alumnus (Specialist),Русский;Українська,False,False,Kyiv,2020-08-25 11:52:49,university,ВНУ им. Даля (бывш. ЛМСИ),False,False,1
40285,2,17.2.1993,1,1.0,409.0,2015.0,Full-time,1.0,Alumnus (Specialist),Русский;English;Українська,1,6,Dnipropetrovsk (Dnipro),2020-03-31 05:10:59,university,УТДФ (бывш. АТСУ и ДГФА),False,False,1
95268,2,20.11.1976,0,1.0,48.0,1999.0,Full-time,4.0,Alumnus (Master's),Русский,1,2,Mytischi,2020-09-23 00:00:20,university,РГУ им. С. А. Есенина (РГПУ),False,False,0
73959,2,1.12,0,1.0,597.0,0.0,Distance Learning,1.0,Student (Specialist),Русский,False,False,Moscow,2020-05-14 05:37:24,work,"АО ""Газпрмнефть-МНПЗ""",2010,False,0
77495,1,11.5.1992,0,1.0,85.0,2015.0,Full-time,4.0,Alumnus (Bachelor's),Русский;English,0,0,Moscow,2020-09-06 15:53:07,university,МГПУ,False,False,1
41396,1,7.8.1985,1,1.0,306.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Saratov,2020-11-30 19:33:03,university,СГТУ им. Ю. А. Гагарина (бывш. СПИ),2008,2013,1
78278,2,,0,1.0,34.0,0.0,Distance Learning,1.0,Student (Specialist),Русский,0,0,Moscow,2020-08-01 18:15:41,work,Московские высоковольтные сети,2010,False,0
46138,2,22.12,1,1.0,217.0,2016.0,Full-time,4.0,Alumnus (Master's),Русский,0,0,Noyabrsk,2020-01-22 19:33:20,university,РУДН,False,False,0
70312,2,,1,1.0,66.0,2010.0,Distance Learning,0.0,Alumnus (Specialist),Русский,False,False,Serov,2020-11-01 02:26:19,university,УрГИ (представительство),False,False,0
8389,2,13.6.1991,0,1.0,61.0,2013.0,Full-time,0.0,Student (Specialist),Русский;English,False,False,Yekaterinburg,2020-07-27 21:39:03,university,УрФУ им. первого Президента России Б. Н. Ельцина,False,False,1
24938,2,24.5,0,0.0,387.0,2006.0,Full-time,0.0,Alumnus (Specialist),False,5,2,Khabarovsk,2020-07-07 20:05:20,university,ДВИУ РАНХиГС (бывш. ДВАГС),2005,False,1
2673,1,28.1.1989,0,1.0,59.0,2010.0,Full-time,1.0,Alumnus (Bachelor's),Русский;Українська;English;Deutsch;Português;Norsk,6,2,Kyiv,2020-12-28 17:00:17,university,НПУ им. М. Драгоманова,False,False,1
57888,1,12.11,0,1.0,238.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский,0,2,Moscow,2020-11-13 09:09:10,university,СибУПК,False,False,1
24763,1,17.9,0,1.0,594.0,2017.0,,0.0,Student (Bachelor's),Русский;Español;English,0,0,Moscow,2020-06-27 09:32:33,university,МАИ,False,False,1
54610,1,27.2.1982,0,1.0,392.0,0.0,Distance Learning,4.0,Student (Specialist),False,5,1,Moscow,2020-07-26 08:59:28,university,МПГУ (бывш. МГПИ им. Ленина),False,False,0
45842,2,26.3.1987,1,1.0,48.0,2009.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Nefteyugansk,2020-09-19 07:03:58,university,ТюмГНГУ,False,False,0
28022,2,29.11.1905,1,1.0,56.0,2006.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Krasnoyarsk,2020-05-18 06:30:42,,,False,False,0
70367,2,19.2.1982,1,1.0,236.0,2007.0,Distance Learning,0.0,Alumnus (Specialist),Русский,False,False,Moscow,2020-04-27 17:45:03,university,МГОУ им. В. С. Черномырдина (ныне в сост. МАМИ),2000,2012,1
74028,1,13.4,0,1.0,632.0,2017.0,,7.0,Alumnus (Bachelor's),False,6,1,Tolyatti,2020-06-10 05:01:51,work,«Маме покажу» Гончарная мастерская в Тольятти,False,False,1
33775,1,17.7.1988,0,1.0,1595.0,2010.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Perm,2020-03-02 04:20:28,university,ПГГПУ,False,False,1
7383,2,10.5.1992,1,1.0,423.0,2016.0,Full-time,4.0,Alumnus (Bachelor's),Русский;English,6,5,Moscow,2020-05-02 10:49:32,work,АО «ДСК «АВТОБАН»,2013,False,1
49934,1,28.10.1990,1,1.0,3805.0,2014.0,Distance Learning,4.0,Alumnus (Specialist),Русский;English;Français,6,5,Moscow,2020-11-10 14:28:51,work,"АГН ""Москва""",2014,False,1
53546,1,7.1,1,1.0,1106.0,2010.0,Distance Learning,4.0,Alumnus (Specialist),Русский,0,0,Berdsk,2020-10-19 13:21:06,work,музей,False,False,1
2653,2,28.10.1991,0,1.0,270.0,2013.0,Full-time,1.0,Alumnus (Specialist),False,5,2,Moscow,2020-08-27 19:52:26,university,РЭУ им. Г. В. Плеханова,2013,2017,1
68225,1,27.5.1989,1,1.0,548.0,0.0,,1.0,Alumnus (Specialist),English;Русский,False,False,Moscow,2020-08-13 12:47:28,university,РГСУ,False,False,1
43424,2,17.5.1991,0,1.0,252.0,2013.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Khabarovsk,2020-02-08 00:50:21,work,Сбер,2010,False,0
69089,2,3.8.1969,0,1.0,82.0,1992.0,Full-time,0.0,Alumnus (Specialist),False,False,False,Moscow,2020-10-24 02:30:49,work,НПО машиностроения,1992,False,0
87156,2,,0,1.0,129.0,2008.0,Full-time,0.0,PhD,Русский,0,0,Moscow,2020-11-11 03:08:28,university,Университет «Туран»,False,False,0
72301,2,6.7.1992,1,0.0,170.0,0.0,Full-time,7.0,Student (Specialist),Українська,False,False,Chernovtsy,2020-12-29 00:39:53,university,ЧЮИ НУ «ОЮА» (бывш. ОНЮА ЧФ),False,False,0
75772,2,9.5,0,1.0,34.0,2005.0,Distance Learning,0.0,Alumnus (Master's),Русский,False,False,Murmansk,2020-01-19 00:59:34,university,МГТУ,False,False,1
49506,2,,0,1.0,269.0,2010.0,Full-time,1.0,Alumnus (Bachelor's),Русский,6,5,Engels,2020-12-22 09:42:45,university,"СГЮА (бывш. СГАП, СГЮИ им. Д. И. Курского)",False,False,1
25466,2,,1,1.0,15.0,1997.0,Full-time,0.0,Alumnus (Specialist),False,False,False,,2020-02-19 15:55:57,work,Краснодарский край,2020,False,0
61541,2,10.11.1993,0,1.0,84.0,0.0,Full-time,0.0,Student (Specialist),Русский,6,6,Rostov-on-Don,2020-09-16 01:17:36,work,Сервисный центр мобильной техники Ростов-на-Дону,2015,False,0
95588,1,5.2.1991,0,1.0,239.0,2014.0,Full-time,4.0,Student (Master's),Русский,False,False,Komsomolsk-Na-Amure,2020-12-21 08:31:05,university,КнАГУ (бывш. КнАГТУ),2010,2013,1
63400,1,17.10,1,1.0,5894.0,2015.0,Distance Learning,0.0,Student (Specialist),False,6,2,Rostov-on-Don,2020-09-01 08:25:03,work,"Белорусские кухни ""ЗОВ"" на заказ| МЕБЕЛЬ",2011,False,1
16784,2,2.8,1,1.0,3029.0,0.0,Full-time,3.0,Alumnus (Master's),Українська;Русский;English;Lingua Latina,1,2,Kyiv,2020-01-23 11:08:44,work,ПСИХОЛОГИЯ ОТНОШЕНИЙ,2011,False,1
29302,1,20.10,0,1.0,337.0,2015.0,Part-time,0.0,Student (Bachelor's),Русский,0,0,Ulyanovsk,2020-07-15 02:58:11,university,УлГУ,2015,2021,1
2023,2,1.1.1982,1,1.0,11.0,2004.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Bremen,2020-03-09 16:55:09,university,ОмГАУ,False,False,0
67160,2,10.1.1993,1,1.0,162.0,2014.0,Full-time,0.0,Student (Bachelor's),Русский;English,False,False,Yekaterinburg,2020-05-04 00:23:27,university,УрГЭУ (СИНХ),False,False,0
44610,2,2.5.1985,0,1.0,54.0,2007.0,Full-time,0.0,Alumnus (Specialist),False,False,False,Saint Petersburg,2020-11-10 12:33:49,university,СПбГУВК,False,False,1
75220,1,21.4.1984,1,1.0,91.0,2006.0,Full-time,1.0,Alumnus (Specialist),False,1,2,Krasnodar,2020-01-17 13:31:48,university,ИСИ,False,False,1
47756,2,5.8.1980,0,1.0,466.0,2002.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Tyumen,2020-06-02 00:14:43,work,"Центр креативного мышления ""История вопросов""",False,False,1
16987,2,8.5,0,1.0,715.0,2010.0,Full-time,0.0,Student (Specialist),False,False,False,Saint Petersburg,2020-08-05 17:53:26,,,False,False,0
55512,1,22.5.1990,1,1.0,346.0,2010.0,Full-time,4.0,Student (Bachelor's),Русский,False,False,Zaporizhia,2020-09-09 09:12:58,university,КПУ (бывш. ЗИГМУ),False,False,1
90033,1,20.6.1989,0,1.0,921.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский;English;Français,6,2,Arkhangelsk,2020-08-01 07:32:34,work,МОУ СОШ №26,2011,False,1
36953,2,15.3.1979,0,1.0,277.0,2006.0,Part-time,4.0,Alumnus (Specialist),Русский,0,0,Severodvinsk,2020-02-09 23:12:01,university,ИСМАРТ (Севмашвтуз) филиала САФУ,False,False,0
71983,2,6.11.1968,1,1.0,47.0,1993.0,Full-time,0.0,Alumnus (Specialist),Русский,8,4,Moscow,2020-07-08 04:26:07,work,Training.Travel.KoonZang,1993,False,1
73334,2,,0,1.0,391.0,2014.0,Full-time,4.0,PhD,False,0,0,Kazan,2020-10-31 09:11:46,university,КИУ им. В. Г. Тимирясова (бывш. ИЭУП),False,False,0
75530,1,21.11.1986,1,1.0,798.0,2010.0,Full-time,0.0,Student (Specialist),Русский,False,False,Saint Petersburg,2020-04-25 15:53:14,university,ПСПбГМУ им. акад. Павлова,False,False,1
12135,2,9.1.1980,1,1.0,139.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Saint Petersburg,2020-10-24 08:20:41,university,УлГПУ им. И. Н. Ульянова,False,False,0
56324,1,10.5.1997,0,1.0,116.0,2019.0,Full-time,0.0,Student (Bachelor's),Русский;Tiếng Việt;English,False,False,Pyatigorsk,2020-01-13 14:05:52,university,Imperial College London,False,False,1
81471,2,21.6.1985,1,1.0,115.0,0.0,,0.0,Alumnus (Specialist),Русский;Татарча;Башҡортса,0,0,Ufa,2020-03-18 20:59:14,work,https://bikkuzinfr.ru,False,False,1
11568,2,22.1.1991,0,1.0,214.0,0.0,Distance Learning,0.0,PhD,Русский,0,0,Orenburg,2020-11-30 23:02:07,work,Ремонт компьютерной и бытовой техники г.Оренбург,2008,False,0
80566,1,4.10,0,1.0,138.0,2013.0,Full-time,0.0,Alumnus (Bachelor's),False,0,0,,2020-04-05 03:33:06,university,РГИСИ (бывш. СПбГАТИ),False,False,1
78371,2,5.8.1989,0,1.0,91.0,2017.0,Full-time,0.0,Student (Bachelor's),Русский,6,2,Chekhov,2020-02-09 15:25:36,university,СГА (ЧФ),False,False,0
11795,2,9.4,1,1.0,1291.0,2012.0,Full-time,0.0,Student (Specialist),False,False,False,Dnipropetrovsk (Dnipro),2020-09-04 04:00:18,work,java dev,False,False,0
39039,1,11.3,1,1.0,326.0,2003.0,Part-time,4.0,Alumnus (Master's),Русский,0,1,Vladimir,2020-11-25 15:02:26,work,Семейный фотограф во Владимире Ирина Курицына,2008,False,0
5075,2,,0,1.0,81.0,2006.0,Full-time,7.0,PhD,Русский,0,0,Moscow,2020-01-30 23:21:34,university,НИУ МЭИ,False,False,0
28915,1,,0,1.0,64.0,2004.0,Distance Learning,4.0,Alumnus (Bachelor's),English,False,False,Boston,2020-09-27 00:46:23,university,СПбГЭУ,False,False,1
7454,1,1.11,1,1.0,528.0,2015.0,Full-time,0.0,Student (Bachelor's),Русский;English,0,0,Vologda,2020-04-20 08:24:50,university,ВоГУ,False,False,1
57033,2,21.1.1988,0,1.0,240.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,1,6,Alexeevka,2020-08-07 04:46:21,university,АФ БелГУ,2016,2016,0
67815,2,2.5.1988,1,1.0,273.0,0.0,Full-time,4.0,Student (Specialist),Русский;English,1,2,Moscow,2020-05-03 13:02:42,work,Банк Хоум Кредит Россия,2009,False,0
89182,2,5.5,0,1.0,81.0,2006.0,Full-time,1.0,Alumnus (Specialist),Русский,1,0,Moscow,2020-12-01 15:34:22,university,МАДИ,False,False,1
425,2,7.9,1,1.0,212.0,2008.0,Full-time,1.0,Alumnus (Specialist),Русский,False,False,Rostov-on-Don,2020-08-13 19:48:42,university,ИТА ЮФУ (бывш. ТТИ ЮФУ),False,False,0
75066,2,15.1,0,1.0,63.0,2013.0,,0.0,Student (Specialist),False,False,False,Moscow,2020-06-02 15:04:51,university,МГАУ им. В. П. Горячкина,False,False,0
75763,1,30.6,0,1.0,406.0,2013.0,Distance Learning,4.0,Student (Specialist),Русский,0,0,Kaliningrad,2020-11-06 16:55:40,university,СахГУ (бывш. ЮСГПИ),False,False,1
87653,1,26.10,0,1.0,554.0,2005.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Omsk,2020-02-17 00:11:36,university,ОмГУПС,False,False,1
25550,2,,1,1.0,47.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский,False,False,Kharkiv,2020-01-15 06:22:52,university,"ХНУСА (бывш. ХГТУСА, ХИСИ)",False,False,1
15021,2,,0,1.0,92.0,2009.0,Full-time,1.0,Alumnus (Specialist),Русский,False,False,Krasnodar,2020-09-08 04:17:29,university,КубГУ,2008,2015,0
53933,2,29.11.1986,1,1.0,379.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,False,False,Kemerovo,2020-03-01 09:39:10,work,R-line компьютерный центр,2008,False,0
89410,2,11.12.1987,0,1.0,91.0,2010.0,Full-time,4.0,Undergraduate applicant,Русский,0,0,Vilkovo,2020-02-03 01:31:50,,,2008,2009,0
8583,2,,0,1.0,379.0,0.0,Full-time,4.0,Alumnus (Specialist),Русский;Саха тыла;English,0,0,Yakutsk,2020-07-17 07:39:46,work,РБ №1 НЦМ,2014,False,0
48594,1,15.3,0,1.0,10252.0,0.0,Full-time,0.0,Alumnus (Specialist),Русский;English,1,2,Nizhny Novgorod,2020-06-28 11:58:54,work,MORE фотостудия.Арт пространство,False,False,1
12181,2,20.7,1,1.0,19645.0,2015.0,Full-time,1.0,Alumnus (Specialist),Русский,0,0,Alchevsk,2020-08-01 23:20:15,work,"ЗАО ""ВТС""",False,False,0
93216,2,19.7.1984,0,1.0,70.0,2009.0,Part-time,4.0,Student (Specialist),Русский,False,False,Moscow,2020-09-05 11:24:37,university,МАБиУ,False,False,0
19893,1,,0,1.0,360.0,2016.0,Distance Learning,7.0,Student (Specialist),Русский,1,2,Murmansk,2020-06-14 12:50:57,work,Студия КАРАНДАШ,False,False,1
